state,district,party,year,votes,candidates
GA,10,REP,2006,30845,1
GA,10,DEM,2006,23110,1
GA,11,REP,2006,30291,1
GA,12,DEM,2006,26257,1
GA,12,REP,2006,14540,1
GA,13,DEM,2006,43336,2
GA,13,REP,2006,13712,1
HI,1,DEM,2006,103836,2
HI,1,REP,2006,9832,2
HI,2,DEM,2006,112135,10
HI,2,REP,2006,16646,2
ID,1,REP,2006,73532,6
ID,1,DEM,2006,14556,2
ID,2,REP,2006,58955,1
ID,2,DEM,2006,13300,1
IL,1,DEM,2006,100020,2
IL,1,REP,2006,6494,1
IL,2,DEM,2006,90659,1
IL,2,REP,2006,6558,2
IL,3,DEM,2006,81550,3
IL,3,REP,2006,17845,2
IL,4,DEM,2006,36915,1
IL,4,REP,2006,3102,1
IL,5,DEM,2006,64653,3
IL,5,REP,2006,9567,1
IL,6,DEM,2006,32575,3
IL,7,DEM,2006,86854,3
IL,7,REP,2006,6586,1
IL,8,DEM,2006,23375,1
IL,8,REP,2006,39080,5
IL,9,DEM,2006,57490,1
IL,9,REP,2006,13482,1
IL,10,REP,2006,36115,1
IL,10,DEM,2006,33156,2
IL,11,DEM,2006,29436,1
IL,12,DEM,2006,50591,2
IL,13,REP,2006,66464,2
IL,13,DEM,2006,31708,2
IL,14,REP,2006,69198,1
IL,14,DEM,2006,22831,2
IL,15,REP,2006,55833,1
IL,16,REP,2006,60440,1
IL,16,DEM,2006,27749,1
IL,17,DEM,2006,38780,2
IL,17,REP,2006,31490,3
IL,18,DEM,2006,21798,1
IL,19,REP,2006,42588,1
IL,19,DEM,2006,33390,2
IN,1,DEM,2006,55144,1
IN,1,REP,2006,19210,4
IN,2,DEM,2006,36869,2
IN,2,REP,2006,35855,2
IN,3,REP,2006,55294,2
IN,3,DEM,2006,18910,4
IN,4,REP,2006,69494,2
IN,4,DEM,2006,14783,3
IN,5,DEM,2006,18324,4
IN,5,REP,2006,72841,3
IN,6,REP,2006,60594,2
IN,6,DEM,2006,33849,2
IN,7,DEM,2006,36281,5
IN,7,REP,2006,20959,4
IN,8,DEM,2006,45765,1
IN,8,REP,2006,32018,1
IN,9,DEM,2006,68066,4
IN,9,REP,2006,37636,2
IA,1,DEM,2006,29074,4
IA,1,REP,2006,22632,3
IA,2,REP,2006,8430,1
IA,3,DEM,2006,31602,1
IA,3,REP,2006,8713,1
IA,4,REP,2006,14899,1
IA,4,DEM,2006,20597,1
IA,5,REP,2006,21512,1
IA,5,DEM,2006,14160,2
KS,1,REP,2006,60840,1
KS,1,DEM,2006,14109,1
KS,2,DEM,2006,21335,1
KS,2,REP,2006,41941,1
KS,3,DEM,2006,19492,1
KS,3,REP,2006,41816,4
KS,4,REP,2006,36844,1
KS,4,DEM,2006,15895,4
KY,1,REP,2006,0,1
KY,1,DEM,2006,104582,3
KY,2,REP,2006,0,1
KY,2,DEM,2006,67537,2
KY,3,DEM,2006,57528,4
KY,3,REP,2006,0,1
KY,4,REP,2006,0,1
KY,4,DEM,2006,0,1
KY,5,REP,2006,0,1
KY,5,DEM,2006,67290,2
KY,6,DEM,2006,0,1
KY,6,REP,2006,0,1
LA,1,REP,2006,0,1
LA,1,DEM,2006,0,2
LA,2,DEM,2006,0,9
LA,2,REP,2006,0,3
LA,3,DEM,2006,0,2
LA,3,REP,2006,0,1
LA,4,REP,2006,0,2
LA,4,DEM,2006,0,2
LA,5,REP,2006,0,1
LA,5,DEM,2006,0,1
LA,6,REP,2006,0,1
LA,7,REP,2006,0,1
LA,7,DEM,2006,0,1
ME,1,DEM,2006,26801,1
ME,1,REP,2006,28172,1
ME,2,DEM,2006,23242,1
ME,2,REP,2006,24139,1
MD,1,REP,2006,47165,1
MD,1,DEM,2006,50606,3
MD,2,DEM,2006,68568,2
MD,2,REP,2006,16846,3
MD,3,DEM,2006,84454,8
MD,3,REP,2006,23674,8
MD,4,DEM,2006,82183,3
MD,4,REP,2006,6407,1
MD,5,DEM,2006,67698,1
MD,6,REP,2006,57363,2
MD,6,DEM,2006,38683,2
MD,7,DEM,2006,73335,1
MD,8,DEM,2006,80533,2
MD,8,REP,2006,13171,3
MA,1,DEM,2006,63875,1
MA,2,DEM,2006,60953,1
MA,3,DEM,2006,64756,1
MA,4,DEM,2006,80066,1
MA,5,DEM,2006,62052,1
MA,6,DEM,2006,71530,1
MA,6,REP,2006,6051,1
MA,7,DEM,2006,80901,1
MA,8,DEM,2006,56482,1
MA,9,DEM,2006,97371,2
MA,9,REP,2006,4409,1
MA,10,DEM,2006,82020,1
MA,10,REP,2006,13542,1
MI,1,DEM,2006,44869,1
MI,1,REP,2006,31512,1
MI,2,REP,2006,48946,1
MI,2,DEM,2006,21350,1
MI,3,REP,2006,51401,1
MI,3,DEM,2006,23084,2
MI,4,REP,2006,50841,1
MI,4,DEM,2006,32186,1
MI,5,DEM,2006,55412,1
MI,5,REP,2006,22832,1
MI,6,REP,2006,40425,1
MI,6,DEM,2006,21586,1
MI,7,REP,2006,62575,2
MI,7,DEM,2006,19753,4
MI,8,REP,2006,49623,2
MI,8,DEM,2006,30897,1
MI,9,REP,2006,66924,2
MI,9,DEM,2006,26022,1
MI,10,REP,2006,52433,1
MI,10,DEM,2006,24602,4
MI,11,REP,2006,40241,1
MI,11,DEM,2006,26484,1
MI,12,DEM,2006,40264,1
MI,12,REP,2006,23178,1
MI,13,DEM,2006,30367,1
MI,14,DEM,2006,47579,1
MI,14,REP,2006,7372,1
MI,15,DEM,2006,38769,1
MN,1,REP,2006,28325,2
MN,2,REP,2006,0,1
MN,3,REP,2006,17579,1
MN,4,REP,2006,13710,2
MN,5,REP,2006,7352,1
MN,6,REP,2006,0,1
MN,7,REP,2006,20475,1
MN,8,REP,2006,0,1
MS,1,REP,2006,0,1
MS,1,DEM,2006,11201,4
MS,2,DEM,2006,91590,3
MS,2,REP,2006,0,1
MS,3,REP,2006,0,1
MS,4,DEM,2006,6761,1
MS,4,REP,2006,0,1
MO,1,DEM,2006,33358,1
MO,1,REP,2006,9416,3
MO,2,REP,2006,47061,2
MO,2,DEM,2006,23522,4
MO,3,DEM,2006,48717,2
MO,3,REP,2006,11890,1
MO,4,DEM,2006,36799,1
MO,4,REP,2006,44733,4
MO,5,DEM,2006,38734,1
MO,5,REP,2006,14186,1
MO,6,REP,2006,33129,1
MO,6,DEM,2006,29473,1
MO,7,REP,2006,59747,4
MO,7,DEM,2006,15038,3
MO,8,REP,2006,43527,1
MO,8,DEM,2006,38637,3
MO,9,REP,2006,36026,1
MO,9,DEM,2006,38426,1
NE,1,REP,2006,78960,1
NE,1,DEM,2006,32150,2
NE,2,REP,2006,63136,2
NE,2,DEM,2006,21321,1
NE,3,REP,2006,106116,5
NE,3,DEM,2006,23777,1
NV,1,DEM,2006,32922,2
NV,1,REP,2006,20715,3
NV,2,REP,2006,68992,5
NV,2,DEM,2006,0,1
NV,3,REP,2006,0,1
NV,3,DEM,2006,38418,5
NH,1,DEM,2006,23009,5
NH,1,REP,2006,23457,2
NH,2,DEM,2006,18002,1
NH,2,REP,2006,23864,3
NJ,1,DEM,2006,18418,1
NJ,2,REP,2006,14440,1
NJ,2,DEM,2006,9971,2
NJ,3,REP,2006,16228,1
NJ,3,DEM,2006,9960,1
NJ,4,REP,2006,16109,1
NJ,4,DEM,2006,8368,1
NJ,5,REP,2006,27507,2
NJ,5,DEM,2006,10341,2
NJ,6,DEM,2006,10934,1
NJ,6,REP,2006,5309,1
NJ,7,REP,2006,16423,1
NJ,7,DEM,2006,8631,1
NJ,8,DEM,2006,11083,1
NJ,8,REP,2006,3982,1
NJ,9,DEM,2006,18513,1
NJ,9,REP,2006,6169,1
NJ,10,DEM,2006,22361,1
NJ,11,REP,2006,26461,1
NJ,11,DEM,2006,8235,1
NJ,12,DEM,2006,13315,1
NJ,12,REP,2006,9383,1
NJ,13,DEM,2006,34147,2
NJ,13,REP,2006,2769,1
NM,1,REP,2006,17035,1
NM,1,DEM,2006,30732,1
NM,2,REP,2006,22086,1
NM,2,DEM,2006,23655,1
NM,3,DEM,2006,50472,1
NM,3,REP,2006,15654,1
NY,1,DEM,2006,0,1
NY,1,REP,2006,0,1
NY,2,DEM,2006,0,1
NY,2,REP,2006,0,1
NY,3,REP,2006,13187,2
NY,3,DEM,2006,0,1
NY,4,DEM,2006,0,1
NY,4,REP,2006,0,1
NY,5,DEM,2006,0,1
NY,6,DEM,2006,0,1
NY,7,DEM,2006,0,1
NY,7,REP,2006,0,1
NY,8,DEM,2006,0,1
NY,8,REP,2006,0,1
NY,9,DEM,2006,0,1
NY,10,DEM,2006,41051,3
NY,10,REP,2006,0,1
NY,11,DEM,2006,51295,4
NY,11,REP,2006,0,1
NY,12,DEM,2006,0,1
NY,12,REP,2006,0,1
NY,13,REP,2006,0,1
NY,13,DEM,2006,0,1
NY,14,DEM,2006,0,1
NY,14,REP,2006,0,1
NY,15,DEM,2006,0,1
NY,15,REP,2006,0,1
NY,16,DEM,2006,0,1
NY,16,REP,2006,0,1
NY,17,DEM,2006,31994,2
NY,17,REP,2006,0,1
NY,18,DEM,2006,0,1
NY,18,REP,2006,6147,2
NY,19,DEM,2006,22708,4
NY,19,REP,2006,0,1
NY,20,DEM,2006,0,1
NY,20,REP,2006,0,1
NY,21,DEM,2006,30587,2
NY,21,REP,2006,0,1
NY,22,DEM,2006,0,1
NY,23,REP,2006,0,1
NY,23,DEM,2006,0,1
NY,24,DEM,2006,0,1
NY,24,REP,2006,0,1
NY,25,DEM,2006,0,1
NY,25,REP,2006,0,1
NY,26,REP,2006,0,1
NY,26,DEM,2006,0,1
NY,27,DEM,2006,0,1
NY,27,REP,2006,0,1
NY,28,DEM,2006,0,1
NY,28,REP,2006,0,1
NY,29,DEM,2006,0,1
NY,29,REP,2006,0,1
NC,1,DEM,2006,0,1
NC,2,DEM,2006,0,1
NC,2,REP,2006,0,1
NC,3,REP,2006,0,1
NC,3,DEM,2006,0,1
NC,4,DEM,2006,44291,3
NC,4,REP,2006,0,1
NC,5,REP,2006,0,1
NC,5,DEM,2006,18369,4
NC,6,REP,2006,0,1
NC,6,DEM,2006,0,1
NC,7,DEM,2006,0,1
NC,7,REP,2006,0,1
NC,8,REP,2006,0,1
NC,8,DEM,2006,24524,4
NC,9,REP,2006,0,1
NC,9,DEM,2006,0,1
NC,10,REP,2006,0,1
NC,10,DEM,2006,0,1
NC,11,DEM,2006,40101,2
NC,11,REP,2006,34159,2
NC,12,DEM,2006,0,1
NC,12,REP,2006,0,1
NC,13,DEM,2006,0,1
NC,13,REP,2006,9669,3
OH,1,REP,2006,31342,1
OH,1,DEM,2006,17344,1
OH,2,REP,2006,71194,4
OH,2,DEM,2006,28523,5
OH,3,REP,2006,35511,1
OH,3,DEM,2006,22082,4
OH,4,REP,2006,75174,6
OH,4,DEM,2006,26591,1
OH,5,REP,2006,54168,1
OH,5,DEM,2006,28373,1
OH,6,DEM,2006,22359,2
OH,6,REP,2006,39148,4
OH,7,REP,2006,49808,1
OH,7,DEM,2006,20648,1
OH,8,REP,2006,43713,1
OH,8,DEM,2006,15277,1
OH,9,DEM,2006,44234,1
OH,9,REP,2006,21475,3
OH,10,DEM,2006,67375,2
OH,10,REP,2006,23436,2
OH,11,DEM,2006,55319,1
OH,11,REP,2006,7556,1
OH,12,REP,2006,76457,1
OH,12,DEM,2006,44751,4
OH,13,DEM,2006,68922,8
OH,13,REP,2006,32270,5
OH,14,REP,2006,38137,1
OH,14,DEM,2006,36248,3
OH,15,REP,2006,44020,1
OH,15,DEM,2006,27895,1
OH,16,REP,2006,55696,2
OH,16,DEM,2006,40405,2
OH,17,DEM,2006,71532,1
OH,18,DEM,2006,47176,4
OH,18,REP,2006,50433,3
OK,1,REP,2006,46000,3
OK,1,DEM,2006,0,1
OK,2,DEM,2006,0,1
OK,2,REP,2006,13770,2
OK,3,REP,2006,0,1
OK,3,DEM,2006,45259,3
OK,4,REP,2006,0,1
OK,4,DEM,2006,0,1
OK,5,REP,2006,48287,6
OK,5,DEM,2006,39115,2
OR,1,DEM,2006,63160,4
OR,1,REP,2006,36565,1
OR,2,REP,2006,77920,2
OR,2,DEM,2006,40925,4
OR,3,DEM,2006,69688,2
OR,4,DEM,2006,66432,1
OR,4,REP,2006,57317,2
OR,5,DEM,2006,54649,1
OR,5,REP,2006,46051,1
PA,1,DEM,2006,29990,1
PA,2,DEM,2006,41566,1
PA,2,REP,2006,3159,1
PA,3,REP,2006,36189,1
PA,3,DEM,2006,35001,1
PA,4,DEM,2006,58918,2
PA,4,REP,2006,34559,1
PA,5,REP,2006,44827,1
PA,5,DEM,2006,28715,1
PA,6,REP,2006,30088,1
PA,6,DEM,2006,29203,2
PA,7,DEM,2006,17616,1
PA,7,REP,2006,35604,1
PA,8,DEM,2006,27701,2
PA,8,REP,2006,22862,1
PA,9,REP,2006,54954,1
PA,10,DEM,2006,26300,1
PA,10,REP,2006,55830,2
PA,11,DEM,2006,50117,1
PA,11,REP,2006,18910,1
PA,12,DEM,2006,60376,1
PA,12,REP,2006,21619,1
PA,13,DEM,2006,22877,1
PA,13,REP,2006,17042,1
PA,14,DEM,2006,71406,2
PA,15,REP,2006,18858,1
PA,16,REP,2006,46273,1
PA,16,DEM,2006,15442,1
PA,17,DEM,2006,28720,1
PA,17,REP,2006,43329,1
PA,18,REP,2006,33195,1
PA,18,DEM,2006,52630,2
PA,19,DEM,2006,21862,1
PA,19,REP,2006,43180,1
RI,1,DEM,2006,38087,1
RI,1,REP,2006,17924,2
RI,2,DEM,2006,40446,2
SC,1,REP,2006,0,1
SC,1,DEM,2006,10729,3
SC,2,REP,2006,0,1
SC,2,DEM,2006,19522,2
SC,3,REP,2006,0,1
SC,3,DEM,2006,14485,2
SC,4,REP,2006,0,1
SC,4,DEM,2006,0,1
SC,5,DEM,2006,0,1
SC,5,REP,2006,0,1
SC,6,DEM,2006,0,1
SC,6,REP,2006,0,1
TN,1,REP,2006,74713,13
TN,1,DEM,2006,17524,4
TN,2,REP,2006,63289,2
TN,2,DEM,2006,17735,2
TN,3,REP,2006,65962,4
TN,3,DEM,2006,28779,2
TN,4,DEM,2006,65693,3
TN,4,REP,2006,36396,3
TN,5,DEM,2006,41666,2
TN,5,REP,2006,17113,1
TN,6,DEM,2006,58406,2
TN,6,REP,2006,27803,1
TN,7,REP,2006,63372,1
TN,7,DEM,2006,28649,2
TN,8,DEM,2006,61764,1
TN,8,REP,2006,31414,2
TN,9,DEM,2006,76359,15
TN,9,REP,2006,19328,5
TX,1,REP,2006,35267,1
TX,1,DEM,2006,18972,2
TX,2,REP,2006,16723,1
TX,2,DEM,2006,18491,1
TX,3,REP,2006,15640,2
TX,3,DEM,2006,2478,1
TX,4,REP,2006,24409,1
TX,4,DEM,2006,15696,1
TX,5,REP,2006,24793,1
TX,5,DEM,2006,7516,1
TX,6,REP,2006,23222,1
TX,6,DEM,2006,8538,1
TX,7,REP,2006,27788,1
TX,7,DEM,2006,5852,2
TX,8,REP,2006,24727,1
TX,8,DEM,2006,19881,1
TX,9,DEM,2006,10549,1
TX,10,REP,2006,22901,1
TX,10,DEM,2006,10079,4
TX,11,REP,2006,37391,1
TX,12,REP,2006,20426,1
TX,12,DEM,2006,4846,1
TX,13,REP,2006,36477,1
TX,13,DEM,2006,10651,1
TX,14,REP,2006,31021,2
TX,14,DEM,2006,13244,1
TX,15,DEM,2006,39094,2
TX,15,REP,2006,7830,4
TX,16,DEM,2006,28931,1
TX,17,DEM,2006,11913,1
TX,17,REP,2006,32003,2
TX,18,DEM,2006,9512,1
TX,18,REP,2006,2753,1
TX,19,REP,2006,37038,1
TX,19,DEM,2006,9656,1
TX,20,DEM,2006,16398,1
TX,21,REP,2006,27166,2
TX,21,DEM,2006,11264,3
TX,22,DEM,2006,7993,1
TX,22,REP,2006,33169,4
TX,23,DEM,2006,30164,7
TX,23,REP,2006,17929,2
TX,24,REP,2006,9716,1
TX,24,DEM,2006,3089,1
TX,25,DEM,2006,29119,2
TX,26,REP,2006,17964,1
TX,26,DEM,2006,5157,1
TX,27,DEM,2006,31563,1
TX,27,REP,2006,7207,1
TX,28,DEM,2006,45683,5
TX,29,DEM,2006,4538,1
TX,29,REP,2006,2113,1
TX,30,DEM,2006,17490,1
TX,30,REP,2006,3626,3
TX,31,REP,2006,23438,1
TX,31,DEM,2006,7023,1
TX,32,REP,2006,13210,1
TX,32,DEM,2006,3622,1
UT,1,REP,2006,0,1
UT,1,DEM,2006,0,1
UT,2,DEM,2006,0,1
UT,2,REP,2006,0,3
UT,3,REP,2006,0,1
UT,3,DEM,2006,0,1
VA,1,REP,2006,0,1
VA,1,DEM,2006,0,2
VA,2,REP,2006,0,1
VA,2,DEM,2006,0,1
VA,3,DEM,2006,0,1
VA,4,REP,2006,0,1
VA,5,REP,2006,0,1
VA,5,DEM,2006,0,2
VA,6,REP,2006,0,1
VA,7,REP,2006,0,1
VA,7,DEM,2006,0,1
VA,8,DEM,2006,0,1
VA,8,REP,2006,4409,2
VA,9,DEM,2006,0,1
VA,9,REP,2006,0,1
VA,10,REP,2006,0,1
VA,10,DEM,2006,0,1
VA,11,REP,2006,0,1
VA,11,DEM,2006,19649,2
WA,1,DEM,2006,75644,1
WA,1,REP,2006,39592,1
WA,2,DEM,2006,70662,1
WA,2,REP,2006,51248,2
WA,3,DEM,2006,66618,1
WA,3,REP,2006,43630,2
WA,4,REP,2006,71629,2
WA,4,DEM,2006,26020,2
WA,5,REP,2006,73902,1
WA,5,DEM,2006,50866,1
WA,6,DEM,2006,76210,1
WA,6,REP,2006,37088,1
WA,7,DEM,2006,104428,3
WA,7,REP,2006,15205,1
WA,8,REP,2006,52598,1
WA,8,DEM,2006,54776,1
WA,9,DEM,2006,52428,1
WA,9,REP,2006,31700,1
WV,1,DEM,2006,46143,1
WV,1,REP,2006,21197,1
WV,2,REP,2006,29031,1
WV,2,DEM,2006,51604,3
WV,3,DEM,2006,60396,1
WV,3,REP,2006,15504,2
WI,1,REP,2006,22734,1
WI,1,DEM,2006,28105,5
WI,2,DEM,2006,53656,1
WI,2,REP,2006,19219,1
WI,3,DEM,2006,47509,2
WI,3,REP,2006,22170,1
WI,4,DEM,2006,31042,1
WI,4,REP,2006,5614,1
WI,5,REP,2006,46686,1
WI,5,DEM,2006,26178,1
WI,6,REP,2006,34527,1
WI,7,DEM,2006,45887,1
WI,7,REP,2006,21643,2
WI,8,DEM,2006,53781,3
WI,8,REP,2006,57875,2
